instrument,avg_score,pos_ratio,real_label,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SH600900,0.03398131472333475,0.875,,SH600900,长江电力,2026-03-09,0.0014727066,0.019882225,0.07407151,0.01583211,0.7962947,0.002577408,0.12963378,-0.011781995,-0.5925894,0.99852943,1.0158088,0.9959558,1.0054466,0.9768253,0.95588094,0.96140796,0.9672259,1.0310287,0.9961408,0.97846407,0.97008145,0.9658716,0.98589,0.0031542806,0.019696996,0.016808365,0.017003248,0.025801394,0.001890821,0.0060805865,0.0021050163,0.0010574249,-0.0010684339,0.8983389,0.8735795,0.54894394,0.29973468,0.5230086,7.7561715e-05,-0.005826714,0.009920903,0.018795786,0.04562882,1.0158088,1.0158088,1.0158088,1.0158088,1.03288,0.97497225,0.95329136,0.94493836,0.925677,0.925677,0.99821585,0.996296,0.99228156,0.97798896,1.0119073,0.99472505,0.9573354,0.9570445,0.9525647,0.95919716,1.0,1.0,1.0,1.0,0.68333334,0.61287594,0.74712944,0.77693343,0.82460326,0.6932925,1.0,1.0,1.0,1.0,0.016666668,0.4,0.3,0.1,0.3,0.65,0.6,0.7,0.9,0.7,-0.6333333,-0.26732013,0.6974273,0.6257543,0.014779416,-0.52747047,0.10774787,0.32764512,0.3986802,0.017631767,-0.325143,0.8,0.7,0.5,0.46666667,0.4,0.2,0.2,0.45,0.5,0.53333336,0.6,0.5,0.05,-0.033333335,-0.13333334,0.98380315,0.93333274,0.67799634,0.5852673,0.4533255,0.016196843,0.066667266,0.32200366,0.41473266,0.5466745,0.9676063,0.8666655,0.35599265,0.17053466,-0.09334901,0.7889773,0.6375528,0.5144457,0.6295658,0.5142011,0.25675315,0.27900136,0.2415187,0.3006772,0.3070774,1.3785211,1.5175565,1.398777,1.1283164,1.4605099,0.546075,0.64883447,0.48666605,0.48580098,0.53702277,0.45392504,0.35116553,0.513334,0.514199,0.46297726,0.092149936,0.2976689,-0.026667912,-0.028398028,0.0740455
SZ000538,0.033336034341883425,0.875,,SZ000538,云南白药,2026-03-09,0.0059043933,0.020218229,0.29203317,0.010914253,0.53982246,0.0033995816,0.16814439,-0.0016102784,-0.07964488,0.99413025,1.0108502,0.9907506,1.0026433,0.9962664,1.0049782,0.9891497,0.99964356,0.9909259,0.99480563,0.99804264,1.003308,1.002733,1.0038004,0.005514922,0.0059826043,0.010057887,0.009561796,0.009659406,0.0022413393,-0.0010735416,-0.0006698064,-0.00019427862,2.7351234e-05,0.41293,0.29516757,0.15522191,0.03199431,0.0024454168,0.0007116613,0.006788294,0.0030551609,8.40855e-05,-0.004607313,1.0108502,1.0112051,1.0352159,1.0352159,1.0352159,0.97883284,0.97883284,0.97883284,0.97830135,0.97830135,0.99900436,1.0015635,1.014334,1.0101737,1.0130204,0.9924919,0.9949833,0.99590766,0.99590766,0.99469817,1.0,0.7,0.45,0.48333332,0.44166666,0.66111535,0.65386766,0.3754175,0.38125035,0.38125035,1.0,0.2,0.25,0.5,0.75,0.4,0.7,0.85,0.3,0.65,0.6,-0.5,-0.6,0.2,0.1,-0.52064174,-0.63960576,0.03908605,-0.019534048,0.2015603,-0.6070804,-0.48187587,-0.102148265,0.17384496,0.1800965,0.6,0.4,0.4,0.43333334,0.51666665,0.4,0.6,0.6,0.56666666,0.48333332,0.2,-0.2,-0.2,-0.13333334,0.033333335,0.576599,0.43272212,0.5599226,0.501035,0.51627713,0.42340103,0.56727785,0.44007742,0.49896502,0.48372284,0.15319796,-0.13455574,0.11984518,0.0020699708,0.032554325,0.89020526,0.78216666,0.8691166,1.0037563,0.87964815,0.24014677,0.20275071,0.28636235,0.3532926,0.32678872,0.95454293,1.0744271,1.1614984,1.1237881,1.2445782,0.57382125,0.58856654,0.49858776,0.49948603,0.50979,0.42617872,0.41143346,0.5014123,0.500514,0.49020997,0.14764254,0.17713311,-0.0028244948,-0.0010279265,0.01958006
SH601319,0.03153092564774883,1.0,,SH601319,中国人保,2026-03-09,-0.0070587955,0.020000035,-0.3529392,0.0070587955,0.3529392,0.005882443,0.29412165,-0.008235148,-0.4117567,1.0071089,1.014218,0.9940757,1.0033846,1.0139441,1.0527889,1.0916334,1.1025896,0.9750995,1.0079681,1.016733,1.0450199,1.0587317,1.07168,0.012539506,0.015249105,0.031834148,0.033409417,0.04788501,-0.0029880477,-0.003923691,-0.0048452783,-0.0032991497,-0.000355953,0.14195614,0.60689324,0.8108099,0.75573236,0.016853342,-0.0019920166,0.0009235819,0.0010102649,-0.010894027,-0.061179288,1.0343792,1.0601664,1.1104434,1.1150573,1.206103,0.9837845,0.9837845,0.9837845,0.9837845,0.9706784,1.0193226,1.0276892,1.0745019,1.0866534,1.1001991,0.99880475,0.9998008,1.0155377,1.0179282,1.0235059,0.6,0.3,0.15,0.1,0.083333336,0.3204974,0.212295,0.12802479,0.12352494,0.1245477,0.2,0.1,0.05,0.06666667,0.45,0.4,0.7,0.85,0.9,0.016666668,-0.2,-0.6,-0.8,-0.8333333,0.43333334,0.1669462,-0.0765754,-0.27218595,0.0789085,0.35471985,-0.055553302,-0.3959129,-0.09233385,0.091064416,0.45590764,0.6,0.4,0.3,0.33333334,0.43333334,0.4,0.6,0.7,0.6666667,0.56666666,0.2,-0.2,-0.4,-0.33333334,-0.13333334,0.4078951,0.27731103,0.29646042,0.3462688,0.5145858,0.5921049,0.722689,0.70353955,0.65373117,0.48541418,-0.18420985,-0.44537795,-0.40707916,-0.30746236,0.029171621,1.3153175,1.2967638,1.2140617,1.3328432,1.4401252,0.44439244,0.35047027,0.3641995,0.41543555,0.47865832,0.83623874,0.96356857,0.9162909,0.94073373,1.2070023,0.374626,0.4893783,0.45215476,0.46179524,0.49341834,0.62537396,0.51062167,0.54784524,0.5382047,0.50658166,-0.25074798,-0.021243382,-0.095690474,-0.076409504,-0.013163316
SH601390,0.028416322277380706,0.875,,SH601390,中国中铁,2026-03-09,-0.012027495,0.022336809,-0.53846073,0.008591134,0.38461778,0.0017181804,0.07692148,-0.018900448,-0.846157,1.0121739,1.0208696,0.9982609,1.0054305,1.0828259,0.95615107,0.9902558,0.9293545,0.9390987,1.026553,1.0506699,1.0054811,0.99403167,0.9685546,0.016418537,0.029731402,0.05182362,0.049054213,0.044040937,-0.008647995,-0.007352455,0.005969248,0.0035933831,0.0018496476,0.69358855,0.5605901,0.46435675,0.4158686,0.53797823,-0.009257025,-0.017583907,-0.06218901,-0.046135753,-0.023119241,1.0833224,1.1241679,1.1241679,1.1241679,1.1241679,0.9982609,0.9920839,0.93127114,0.9210226,0.9163749,1.033374,1.0769794,1.0548112,1.033374,1.0017053,1.0214373,1.02972,0.9571255,0.95347136,0.9354446,0.2,0.1,0.55,0.6,0.8,0.020445168,0.05993227,0.3562987,0.38877293,0.4024442,0.2,0.2,0.6,0.73333335,0.8666667,1.0,0.1,0.05,0.033333335,0.16666667,-0.8,0.1,0.55,0.7,0.7,0.098898664,0.5207828,0.552508,0.5137029,0.6882118,-0.59969676,0.7513451,0.6080412,0.67240006,0.47149125,0.2,0.4,0.45,0.46666667,0.48333332,0.6,0.5,0.5,0.5,0.41666666,-0.4,-0.1,-0.05,-0.033333335,0.06666667,0.040540118,0.5865383,0.5104712,0.54617834,0.53289473,0.9594599,0.41346166,0.48952878,0.45382166,0.46710527,-0.91891974,0.17307666,0.02094245,0.092356674,0.065789446,0.9302981,1.4320201,1.1594487,1.2959934,0.7680775,0.24991469,0.81399524,0.68166685,0.88045675,0.8255873,0.9975931,1.6057522,1.6008302,1.575436,2.3139853,0.3398224,0.5286443,0.4608074,0.49689233,0.5221266,0.6601776,0.4713557,0.53919256,0.50310767,0.47787336,-0.3203552,0.05728859,-0.078385174,-0.0062153297,0.04425329
SH603195,0.027371967702617548,0.875,,SH603195,公牛集团,2026-03-09,0.0115293795,0.01623529,0.71014315,0.0025882784,0.159423,0.0021176313,0.13043384,0.011058733,0.681154,0.98860204,1.0025588,0.98650855,0.9955059,0.9895145,0.9948935,0.97181183,0.9632328,1.010894,0.9963505,1.004412,1.005161,0.9966796,0.98643476,0.007603037,0.013684078,0.01214863,0.017499572,0.019290943,0.001777073,-0.0028803046,-0.0005701944,0.0009857154,0.0004716894,0.13657661,0.40612265,0.07710089,0.24589516,0.18234973,9.530792e-05,0.00854928,0.00025579036,-0.010972502,-0.00034957705,1.0048565,1.0322782,1.0329983,1.0329983,1.0329983,0.9734415,0.9734415,0.9734415,0.9555507,0.9490312,1.0003949,1.0149521,1.0189829,1.0130047,1.00207,0.99452585,0.9958331,0.9963642,0.9811126,0.9701369,0.6,0.4,0.35,0.53333336,0.73333335,0.8454103,0.45139325,0.44593552,0.5739273,0.6070092,0.2,0.3,0.2,0.46666667,0.73333335,0.4,0.7,0.85,0.3,0.31666666,-0.2,-0.4,-0.65,0.16666667,0.41666666,-0.3579541,0.29385683,0.27397898,0.014379356,0.16582794,0.15790498,0.29938328,0.15249488,0.5506351,0.26351273,0.6,0.6,0.5,0.53333336,0.46666667,0.4,0.4,0.45,0.43333334,0.5,0.2,0.2,0.05,0.1,-0.033333335,0.61095107,0.5224146,0.5745677,0.55298275,0.48953155,0.38904893,0.4775854,0.42543232,0.44701728,0.5104685,0.22190213,0.0448292,0.14913538,0.10596546,-0.020936925,1.2399095,1.34838,1.4632378,1.6607074,1.4710786,0.5013635,0.44910303,0.5210123,0.789178,0.6792737,0.8350634,0.6446506,0.86681306,1.9197168,2.1049685,0.43838805,0.51766497,0.38937607,0.4935195,0.49636477,0.56161195,0.48233506,0.61062396,0.5064805,0.5036352,-0.123223916,0.0353299,-0.22124788,-0.012960988,-0.0072704526
SH603288,0.02634981604524937,0.625,,SH603288,海天味业,2026-03-09,0.014410048,0.025829222,0.5578971,0.0054377206,0.21052592,0.0059814537,0.231577,0.014953781,0.57894814,0.98579466,1.0053605,0.97989815,0.99879587,0.9555094,0.9552348,0.9386653,0.983583,0.968173,0.97491074,0.9685606,0.971281,0.9665934,0.9790526,0.020372417,0.015514109,0.018165136,0.018932665,0.022099864,0.010774775,0.002918145,4.7883063e-05,0.0004777891,-0.00036617706,0.6993125,0.32431832,0.00024319498,0.049357217,0.08373421,0.0035397075,0.018307751,0.028264116,0.026478644,0.03174963,1.0053605,1.0053605,1.0152485,1.0152485,1.0285221,0.9474612,0.9447884,0.93812495,0.92615116,0.92615116,0.993775,0.9740075,0.9925971,0.9808489,1.0009215,0.9617833,0.9595862,0.95545447,0.95270205,0.96153915,1.0,1.0,0.95,0.96666664,0.8,0.90741724,0.91150254,0.80228406,0.82885504,0.7213847,1.0,1.0,0.2,0.46666667,0.45,0.4,0.5,0.05,0.3,0.65,0.6,0.5,0.15,0.16666667,-0.2,0.79134065,0.7702116,0.69135535,0.22601579,-0.012355492,0.82456774,0.76186645,0.7529866,0.63543135,0.5762128,0.8,0.6,0.55,0.43333334,0.43333334,0.2,0.4,0.45,0.56666666,0.55,0.6,0.2,0.1,-0.13333334,-0.11666667,0.79852587,0.7051753,0.62901163,0.52281606,0.52929616,0.20147415,0.29482472,0.37098834,0.47718394,0.4707038,0.5970517,0.41035056,0.2580233,0.04563212,0.058592353,0.7738194,0.6547338,0.7291445,0.76254326,0.61436343,0.21523003,0.20096043,0.42437264,0.39241344,0.3355912,0.67111605,0.8843004,1.90212,1.702327,1.9847734,0.6862524,0.65476775,0.49825394,0.5154832,0.5237621,0.3137476,0.34523225,0.50174606,0.4845168,0.47623786,0.3725048,0.3095355,-0.0034921078,0.030966405,0.047524255
SZ002459,0.02577717129829234,0.75,,SZ002459,晶澳科技,2026-03-09,0.021505354,0.03639368,0.590909,0.010752677,0.2954545,0.00413565,0.113636486,0.014888327,0.409091,0.9789474,1.0105263,0.9748988,0.9974841,0.95943934,0.9612288,0.91589624,0.939159,0.9296153,0.97649866,0.97670746,0.98329854,0.9699374,0.950169,0.018352559,0.014649535,0.029413247,0.038665682,0.0381824,0.01100506,0.0005368332,-0.00072026206,0.0017790914,0.001464908,0.89894193,0.01230956,0.020987619,0.16407669,0.448946,0.0014912093,0.020876816,0.023543937,0.0042657894,0.006616195,1.0146754,1.0146754,1.0591382,1.0591382,1.0591382,0.9375375,0.9375375,0.90852517,0.8664694,0.8664694,0.9909335,0.9889651,0.994751,0.9934387,0.9848494,0.9602148,0.9608709,0.9612288,0.95293766,0.91333133,1.0,1.0,0.85,0.8666667,0.93333334,0.8097519,0.8097519,0.60735005,0.6930578,0.6930578,0.2,0.6,0.15,0.43333334,0.71666664,0.4,0.7,0.05,0.1,0.55,-0.2,-0.1,0.1,0.33333334,0.16666667,-0.18749392,-0.047869727,0.5323176,0.40335366,0.6624672,0.11871893,0.36947367,0.67512906,0.5658164,0.5228394,0.8,0.7,0.55,0.53333336,0.55,0.2,0.3,0.45,0.46666667,0.45,0.6,0.4,0.1,0.06666667,0.1,0.8999994,0.6511626,0.58823526,0.53666425,0.5279621,0.10000064,0.34883738,0.41176474,0.46333575,0.4720379,0.7999987,0.30232522,0.17647052,0.07332852,0.055924155,0.97211695,0.8480569,1.0300856,1.0800538,0.80200607,0.18928428,0.19814232,0.45766553,0.45913738,0.44549292,0.65902996,0.5996434,1.4566985,1.2722876,1.6164743,0.6080229,0.5961924,0.49149293,0.5166192,0.5173179,0.39197707,0.4038076,0.5085071,0.4833808,0.4826821,0.21604584,0.1923848,-0.017014138,0.03323842,0.034635782
SZ000895,0.02218363217579956,0.75,,SZ000895,双汇发展,2026-03-09,0.0051508187,0.020603368,0.24999888,0.009565859,0.4642862,0.0058866898,0.28571492,0.0014716494,0.07142761,0.99487555,1.0095168,0.98901904,1.0026659,0.9663255,0.96669376,0.93996495,0.9377683,0.9992636,0.9843361,0.97357345,0.96985936,0.96003085,0.96454424,0.01321688,0.014517613,0.014378071,0.01853246,0.018215325,0.0063323798,0.0040866765,0.0014515731,0.0017473424,-0.0001901205,0.5738733,0.72637606,0.3567341,0.6889562,0.033226445,0.0029991874,0.008036523,0.016350718,0.0146326935,0.04106429,1.0095168,1.0095168,1.0095168,1.0095168,1.0095168,0.9634025,0.9557106,0.93082446,0.92276806,0.92276806,0.99736905,0.9832415,0.97708815,0.9748889,0.97913766,0.97320265,0.96185845,0.96185845,0.9402596,0.94165885,1.0,1.0,1.0,1.0,1.0,0.793625,0.8231275,0.8790628,0.89029425,0.89029425,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.1,0.2,0.6,0.8,0.5,0.9,0.8,0.4,0.50230145,0.79758257,-0.0007708376,-0.32177988,-0.4358594,0.6965494,0.41082287,0.2620023,0.44354275,0.07455144,0.6,0.6,0.55,0.5,0.45,0.4,0.4,0.45,0.5,0.55,0.2,0.2,0.1,0.0,-0.1,0.8333336,0.7513901,0.72289294,0.6545569,0.5009901,0.16666636,0.2486099,0.27710703,0.34544313,0.4990099,0.6666673,0.5027802,0.4457859,0.30911377,0.0019801764,0.88193065,0.72585344,0.7383356,0.82750297,0.7620778,0.15521687,0.20006575,0.2398226,0.26862198,0.24606101,0.93198276,1.2581015,1.0854932,0.9757969,1.0336229,0.66404045,0.6823409,0.50307095,0.52022195,0.5217804,0.33595952,0.31765908,0.49692905,0.47977802,0.47821963,0.32808095,0.36468184,0.0061419094,0.040443942,0.04356074
SZ002415,0.021199181263065765,0.875,,SZ002415,海康威视,2026-03-09,0.017967984,0.024501787,0.73333365,0.00097999,0.039996676,0.0055538127,0.2266697,0.022541808,0.92000663,0.98234916,1.0009627,0.97689337,0.9893867,1.0,1.0391564,1.005457,0.9948662,0.9736845,0.9856282,1.0012558,1.0192596,1.0202861,0.99055755,0.013394898,0.021149302,0.025058817,0.022396717,0.03786595,0.008053642,-0.004868249,-0.0029573177,-0.00096037536,0.0015621256,0.9037448,0.48569646,0.48746434,0.14250003,0.5190796,-0.0017354784,0.020651346,0.008834984,-0.0063606114,-0.036640268,1.0038577,1.0555273,1.061618,1.061618,1.061618,0.9611756,0.9611756,0.9611756,0.9611756,0.9181628,0.9976932,1.0152153,1.0427514,1.0403799,1.0283042,0.97240716,0.9842834,0.99942327,0.99987334,0.9557824,1.0,0.55,0.275,0.25,0.575,0.9096174,0.41148555,0.38653386,0.38653386,0.5704721,0.2,0.1,0.35,0.56666666,0.78333336,0.4,0.7,0.85,0.9,0.15,-0.2,-0.6,-0.5,-0.33333334,0.6333333,-0.66866136,-0.113295846,0.09388794,0.27272087,0.5865551,-0.54535955,-0.5300016,-0.12399219,0.49214953,0.43751672,0.6,0.3,0.5,0.53333336,0.51666665,0.4,0.7,0.5,0.46666667,0.48333332,0.2,-0.4,0.0,0.06666667,0.033333335,0.5,0.29797038,0.4842818,0.50833315,0.5220434,0.5,0.70202965,0.51571816,0.49166688,0.47795656,0.0,-0.40405926,-0.031436365,0.01666625,0.044086847,1.076486,1.1333423,1.2317327,1.4787756,1.2830205,0.42780894,0.3429208,0.39115673,0.7285078,0.6774272,1.311982,1.1429747,1.061632,1.9367561,1.8738909,0.45889747,0.5307344,0.44698852,0.4817075,0.5100664,0.5411025,0.46926555,0.5530115,0.5182925,0.48993358,-0.082205035,0.061468873,-0.10602297,-0.036584966,0.020132832
SH601939,0.020541197327835083,0.75,,SH601939,建设银行,2026-03-09,0.011160712,0.02343756,0.47618917,0.008928624,0.38095367,0.0033482227,0.14285715,0.0055803102,0.23809265,0.9889625,1.0088301,0.9856512,0.99785227,0.96150446,0.96017706,0.96238947,0.98805314,1.020354,0.9883186,0.9715487,0.97216815,0.9710472,0.98775077,0.0073349783,0.01867171,0.015120691,0.014444726,0.021820858,0.004336269,0.005612762,0.0007638557,0.00026903,-0.0007700887,0.8737251,0.82831705,0.089319736,0.026883421,0.37987238,0.0030088616,0.0031938758,0.020575205,0.02505184,0.03496685,1.0088301,1.0088301,1.0088301,1.0088301,1.0298554,0.95470816,0.9405302,0.9405302,0.9405302,0.9405302,0.9922124,0.9874336,0.98716813,0.9867256,1.0110619,0.98230094,0.9541593,0.9573452,0.9590266,0.96238947,1.0,1.0,1.0,1.0,0.65833336,0.83684844,0.87071615,0.87071615,0.87071615,0.66576767,1.0,1.0,1.0,1.0,0.33333334,0.2,0.5,0.75,0.8333333,0.9166667,0.8,0.5,0.25,0.16666667,-0.5833333,-0.2162302,0.5499213,0.19060153,0.049810387,-0.34808964,0.83336484,0.60449916,0.22570367,0.1458355,0.10670368,0.8,0.5,0.55,0.5,0.45,0.0,0.4,0.4,0.46666667,0.5,0.8,0.1,0.15,0.033333335,-0.05,1.0,0.81249964,0.62318826,0.52662706,0.4773175,0.0,0.18750036,0.37681174,0.47337297,0.5226825,1.0,0.6249993,0.24637648,0.053254094,-0.04536496,0.91123897,0.7480075,0.7117291,0.730526,0.666665,0.32064062,0.2846177,0.22693509,0.1996899,0.19041193,1.3666059,1.4484727,1.073041,1.0279297,1.0073994,0.5719436,0.56914425,0.5324871,0.5185769,0.51604974,0.42805645,0.43085575,0.4675129,0.48142305,0.48395026,0.1438871,0.13828848,0.06497417,0.03715387,0.032099493
SZ300760,0.020034860336521233,0.75,,SZ300760,迈瑞医疗,2026-03-09,-0.0040111565,0.02311976,-0.17349473,0.013816103,0.59758854,0.005292501,0.22891675,-0.01253476,-0.5421665,1.0040274,1.017899,0.9946862,1.0037036,1.0275252,1.0390779,1.0586168,1.1253704,1.1158772,0.9984329,1.0194435,1.0388669,1.0541866,1.0864685,0.013901955,0.02457353,0.027383296,0.033168092,0.0428896,0.0013310625,-0.006614639,-0.003892674,-0.003401193,-0.0018810763,0.022918442,0.66418445,0.7072821,0.8149355,0.58669,-0.001094993,0.010322417,-0.0018864343,-0.0048692455,-0.030976677,1.0283382,1.062725,1.0823196,1.1347911,1.1976616,0.9816328,0.9816328,0.9816328,0.9816328,0.9816328,1.0101261,1.0423427,1.0586368,1.0818021,1.119142,0.9850821,0.99711686,1.0133809,1.0367672,1.050781,0.6,0.3,0.15,0.1,0.05,0.39325643,0.22649764,0.18241903,0.119922906,0.08502194,0.2,0.3,0.2,0.033333335,0.46666667,0.8,0.9,0.95,0.96666664,0.98333335,-0.6,-0.6,-0.75,-0.93333334,-0.51666665,0.27970976,-0.43999583,-0.3095678,0.19621031,0.23123111,0.4428492,0.20720284,0.1897898,0.08618789,0.2565031,0.4,0.5,0.4,0.33333334,0.41666666,0.6,0.5,0.6,0.6666667,0.5833333,-0.2,0.0,-0.2,-0.33333334,-0.16666667,0.34760875,0.33558744,0.36286718,0.32709894,0.42337078,0.65239125,0.66441256,0.6371328,0.67290103,0.5766292,-0.30478254,-0.3288251,-0.27426565,-0.3458021,-0.15325844,1.2274601,1.1080279,1.0528892,1.2205614,1.2809197,0.28178492,0.29534975,0.265585,0.39091992,0.54773515,0.65819293,0.9778225,0.99367684,0.94602627,1.2353251,0.33549726,0.48128322,0.47368175,0.46255356,0.5064139,0.66450274,0.51871675,0.52631825,0.53744644,0.49358612,-0.3290055,-0.037433565,-0.052636497,-0.0748929,0.012827772
SH601658,0.019518669626233588,0.625,,SH601658,邮储银行,2026-03-09,-0.0020079818,0.014056168,-0.14285414,0.008032124,0.57143056,0.004016062,0.28571528,-0.0060240435,-0.42856944,1.002012,1.0100603,0.99597585,1.0023404,1.0044314,1.0192024,1.0177252,1.0398818,1.1019202,1.0023633,1.0041358,1.0186116,1.0202363,1.0449778,0.0081307795,0.007162213,0.017682437,0.015390407,0.028798478,-0.0011816677,-0.0010563522,-0.0022078813,-0.0009473831,-0.0014550654,0.052803945,0.19940425,0.5456764,0.29366538,0.77862054,-1.9756694e-08,0.0006176984,0.002363369,-0.0064992555,-0.0020533958,1.0193254,1.0242977,1.0518237,1.0518237,1.1038826,0.9871166,0.9871166,0.9871166,0.9871166,0.9871166,1.0073855,1.0085672,1.041359,1.0354506,1.0723782,0.9982275,1.0,1.0014771,1.005613,1.0162481,0.4,0.25,0.125,0.083333336,0.041666668,0.39999694,0.34650496,0.19910388,0.19910388,0.11033552,0.2,0.1,0.35,0.56666666,0.016666668,0.4,0.7,0.85,0.9,0.95,-0.2,-0.6,-0.5,-0.33333334,-0.93333334,-0.1914235,-0.09288728,-0.31724775,-0.31707478,-0.3452344,-0.18390721,-0.14538087,-0.060410805,-0.058756705,-0.043105155,0.6,0.4,0.4,0.4,0.41666666,0.4,0.6,0.55,0.56666666,0.55,0.2,-0.2,-0.15,-0.16666667,-0.13333334,0.45714268,0.37254918,0.44642866,0.41818172,0.38762206,0.5428573,0.6274508,0.55357134,0.5818183,0.61237794,-0.085714616,-0.25490165,-0.10714271,-0.16363655,-0.22475588,1.0299994,0.94621056,0.89594305,0.90545356,0.8468317,0.33387774,0.2841971,0.27043062,0.238733,0.20462322,0.90887904,1.0458242,0.91667217,0.894072,0.94044685,0.5546331,0.5573997,0.49934843,0.51004326,0.4997009,0.44536692,0.44260034,0.50065154,0.4899567,0.5002991,0.109266154,0.11479932,-0.0013031267,0.020086564,-0.0005982024
SH601100,0.018181117011344228,0.875,,SH601100,恒立液压,2026-03-09,0.041904714,0.07876183,0.5320434,0.017904744,0.22732766,0.018952375,0.24062893,0.042952344,0.54534465,0.9597807,1.0171846,0.94159055,0.9844463,1.0246731,1.0835403,0.99086285,1.0859206,0.9529319,0.9766016,1.0081186,1.048138,1.0470145,1.03037,0.015743261,0.03567342,0.056444786,0.050466027,0.047483835,0.0068465117,-0.00940014,-0.0060209264,-0.0020108463,0.00088874565,0.47281286,0.63648844,0.39824197,0.123044215,0.10684723,0.009705377,0.03418204,0.009060762,-0.017857179,-0.056587957,1.034727,1.0968051,1.1505648,1.1515509,1.1515509,0.94159055,0.94159055,0.94159055,0.94159055,0.94159055,0.98222727,1.0431318,1.1069335,1.0977657,1.0764352,0.9692611,0.97586447,0.98136735,0.99452794,0.98351204,1.0,0.5,0.3,0.26666668,0.33333334,0.62713903,0.37631428,0.27950555,0.27819273,0.27819273,0.2,0.1,0.35,0.16666667,0.5833333,1.0,1.0,1.0,1.0,1.0,-0.8,-0.9,-0.65,-0.8333333,-0.41666666,0.51134866,-0.35320586,-0.19328484,-0.033601966,0.10157227,-0.30450422,-0.50868773,-0.012802361,0.21385987,0.3146366,0.6,0.4,0.45,0.36666667,0.41666666,0.4,0.6,0.55,0.6333333,0.5833333,0.2,-0.2,-0.1,-0.26666668,-0.16666667,0.39060336,0.2833817,0.5108083,0.4347115,0.5173154,0.60939664,0.7166183,0.48919168,0.56528854,0.4826846,-0.2187933,-0.43323663,0.021616636,-0.13057704,0.034630798,0.83887,0.76623935,0.7892612,0.9118446,0.97268534,0.13563243,0.1712226,0.2810823,0.3591384,0.3296484,0.7581485,0.92139155,1.2215521,1.1970681,1.0525433,0.68536335,0.6254183,0.52377266,0.4828838,0.5004371,0.31463665,0.3745817,0.47622734,0.5171162,0.49956292,0.3707267,0.25083658,0.047545295,-0.034232356,0.0008741498
